 Activity Identifier, Activity Default Currency, Activity Default Language, Humanitarian, Activity Title, Activity Description (General), Activity Description (Objectives), Activity Description (Target Groups), Activity Description (Others), Activity Status, Actual Start Date, Actual End Date, Planned Start Date, Planned End Date, Participating Organisation Role, Participating Organisation Type, Participating Organisation Name, Participating Organisation Identifier, Recipient Country Code, Recipient Country Percentage, Recipient Region Code, Recipient Region Percentage, Sector Vocabulary,Sector Vocabulary URI, Sector Code, Sector Percentage, Sector Narrative, Transaction Internal Reference, Transaction Type, Transaction Date, Transaction Value, Transaction Value Date, Transaction Description, Transaction Provider Organisation Identifier, Transaction Provider Organisation Type, Transaction Provider Organisation Activity Identifier, Transaction Provider Organisation Description, Transaction Receiver Organisation Identifier, Transaction Receiver Organisation Type, Transaction Receiver Organisation Activity Identifier, Transaction Receiver Organisation Description, Transaction Sector Vocabulary, Transaction Sector Vocabulary URI, Transaction Sector Code,Transaction Sector Narrative, Transaction Recipient Country Code, Transaction Recipient Region Code, Policy Marker Vocabulary, Policy Marker Code, Policy Marker Significance, Activity Scope, Budget Type, Budget Status, Budget Period Start, Budget Period End, Budget Value, Budget Value Date, Budget Currency, Related Activity Identifier, Related Activity Type, Contact Type, Contact Organization, Contact Department, Contact Person Name, Contact Job Title, Contact Telephone, Contact Email, Contact Website, Contact Mailing Address
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,62746,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,71144,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1278421,2021/06/30,USD,,,,,,,,,,,
3853-RTLC,USD,en,0,Trade and Logistics Clusters Pilot (Industrial parks),"The project is about TMEA’s interventions in the development of industrial parks under the Trade and Logistics Clusters Programme. Interventions include Market and value chain analysis, regulatory assessment, site selection, feasibility studies investor attraction and facility development.",,,,2,2018/01/01,,2018/01/01,2021/06/30,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,50,,,3,2019/10/31,581927,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/01/31,354,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,276022,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,-8619,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,53926,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,909685,2021/06/30,USD,,,,,,,,,,,
3844-PPD,USD,en,0,Integrating Public-Private Sector Dialogue (PPD) for Trade and Investment,"The project seeks to establish a structured, and transparent result-oriented public-private dialogue mechanisms that will enable efficient economic transformation at a national and indeed the regional level through the establishment of the following platforms;
-	National and Unique Regional Transport and logistics PPD (Roads, Rail, Water and Air): to reduce transport cost and time
-	Trade Facilitation PPD: to enhance Customs, Port and other trade facilitation agencies efficiency and use of ICT to reduce cost and time
-	Customs & Tax PPD: To reduce tariffs, taxes and levies, (including sub-national) exemption regimes, CET and aim for harmonised tax regimes across the EAC
-	Standards and SPS – to enhance Bureaus of Standards efficiency and reduce related costs",,,,2,2019/07/01,,2019/07/01,2023/06/30,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,50,,,3,2019/10/31,303273,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/07/30,249998,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,553270,2021/06/30,USD,,,,,,,,,,,
3837-SWIFT,USD,en,0,Rwanda Utilities Regulatory Authority (RURA) Single Window System ,"The Rwanda Utilities Regulatory Authority (RURA) was created in 2001 with the mission to regulate key public utilities namely: telecommunications network and/or telecommunications services, electricity, water, removal of waste products from residential or business premises, extraction and distribution of gas and transport of goods and persons.

RURA plays two critical trade functions: - the licensing and inspection of imported goods in regulated sectors such as electronics and allied goods; and the protection of Intellectual Property Rights (IPRs). It is within this context that TMEA is extending its support to RURA  to implement an ICT enabled solution that will focus on addressing how importers and exporters in RURA-regulated sectors comply with standards and requirements; how RURA can enforce regulations through inspections and verifications done in conjunction with other trade agencies such as Customs and Bureaus of Standards; and how RURA can ensure that fair competition in the Rwanda trade environment is maintained through IPR protection measures.",,,,2,2018/07/01,,2018/07/01,2021/12/31,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,50,,,3,2020/01/31,702,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,702,2021/06/30,USD,,,,,,,,,,,
3835-OCBM,USD,en,0,Support to MINICOM on Operationalization of Cross Border Markets ,"The Government of Rwanda in partnership with development partners (EIF and TMEA) embarked on the development of the Cross-Border Markets (CBMs) in Burera/Cyanika, Karongi, Rubavu and Rusizi. The CBMs are to be managed through a partnership model with the districts and the private sector as the key stakeholders. The CBMs are expected to be maintained and sustained through revenue generated from the rentals. The project through technical assistance aims to support the development and implementation of business plans that will facilitate the effective management of the CBMs by a suitable private sector management company.",,,,2,2018/04/01,,2018/04/01,2021/06/30,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,34,,,3,2019/10/31,367616,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2021/04/30,26250,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,367616,2021/06/30,USD,,,,,,,,,,,
3833-MINICOM,USD,en,0,Support to MINICOM on Trade Policy,"During TMEA's Phase 1, MINICOM had long-term in-house expert technical assistance (TA) as well as several Young Professionals (YPs) supported by TMEA. Phase 2 will focus on national policy coherency and implementation, leading to improved trade strategy and policy alignment with priorities such as the National Strategy for Transformation, “Made in Rwanda” Policy, export priorities, Industrial development and Regional Trade Policy. The project will Phase build on work already done, focusing on achieving successful implementation and continuous review of strategic policy documents as well as encouraging cross-stakeholder coordination on issues related to trade policy and facilitation. ",,,,2,2018/09/01,,2018/09/01,2021/09/30,4,23,TradeMark East Africa,,RW,100,298,,1,,33110,34,,,3,2019/10/31,402001,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,106358,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,164316,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,76782,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,101652,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,127699,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,38988,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,913838,2021/06/30,USD,,,,,,,,,,,
3829-CO,USD,en,0,Northern Corridor Transport Observatory - RW,"Northern Corridor Transport Observatory is a monitoring tool that measures more than 30 indicators on the performance along the Northern Corridor. The Observatory trucks the indicators using raw data collected from the stakeholders in all the member states. Information provides clear picture on various indicators, enabling one to identify the bottlenecks that needs to be resolved to improve on the efficiency and sequentially improve trade and operations along the corridor",,,,2,2018/07/01,,2018/07/01,2021/12/31,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,50,,,3,2019/10/31,33047,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/01/31,6769,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,15699,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,5502,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,945,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,1618,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,4233,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,86100,2021/06/30,USD,,,,,,,,,,,
3828-SWIFT,USD,en,0,Rwanda Bureau of Standards Single Window System  (Phase 2),"The Rwanda Standards Board (RSB) is a public National Standards Body established by the Government of Rwanda, whose mandate is to develop and publish National Standards, carry out research in the areas of standardisation, and to disseminate information on standards, technical regulations related to standards and conformity assessment, metrology for the setting up of measurement standards, among others.
In Phase 1, RSB collaborated with TMEA to design, develop and implement a Management Information Systems (MIS) and an Information Portal (IP). In Phase 2, TMEA plans to enhance the support provided in the initial phase and extend to other areas with the aim ensuring RSB’s system function seamlessly to guarantee robust and reliable system internally and externally. Phase 2 will comprise of the following:-
a)	Technical Assistant: conduct gap analysis, coordinate and support collection of data necessary and reporting for the project; also provide ICT support to agency staff and serve as the link between TMEA, government agencies and their stakeholders.   
b)	MIS Upgrade
i.	National Standards Division: Online sales elibrary, e-commenting, e-training certificates,
ii.	National Certification Division: e-certification
iii.	National Metrology Division: metrology
iv.	Corporate Services Division and DGs Office: IT and Estates support, document sharing
v.	Any identified gaps
c)	Laboratory Information Management System (LIMS)
i.	 Upgrade of Pharmaceutical component(Phase 1 of the LIMS upgrade)
ii.	Integration to Management Information System
d)	Change Management components (sensitization and training)",,,,2,2018/07/01,,2018/07/01,2021/06/30,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,50,,,3,2019/10/31,29795,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/01/31,28316,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,4678,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,25496,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,4499,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,31783,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,14927,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,105756,2021/06/30,USD,,,,,,,,,,,
3827-NAEB,USD,en,0,National Agricultural Export Development Board (NAEB) II,"National Agricultural Export Board (NAEB) is a department under the Ministry of Agriculture in Rwanda. The Board is charged with the responsibility of issuing Certificates of Quality as well as Certificates of Origin for individuals and companies exporting tea, coffee and horticulture. Their mandate includes testing and inspections on samples and consignments for export.

This project automates the process of acquiring trade documents in the export of tea, coffee and horticultural products.  While this automation happened in the first phase of the project, the second phase builds onto the initial development works to enhance and upgrade both the technology and workflows already automated. Particularly, the enhancements and upgrades will;

1.	Enable end to end automation and exchange of information between NAEB SWIFT and the ReSW to provide exporters of tea, coffee and horticulture full visibility of the entire clearance process.
2.	Integrate to a payment gateway to enable and facilitate online payments for Certificates of Origin; and 
3.	Integrate with the East Africa Exchange (EAX) in Rwanda to provide an online platform for NAEB stakeholders to access EAX services.
4.	Development of the horticulture module and training of internal and external stakeholders on this.
5.	Integration of NAEB to RALIS to allow seamless exchange of information as regards issuance of a Phytosanitary certificate for export of Tea, coffee, and horticultural products.",,,,2,2018/01/01,,2018/01/01,2021/06/30,4,23,TradeMark East Africa,,RW,100,298,,1,,33120,50,,,3,2019/10/31,12860,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
